0,0.014079,0.023359,0.017977,0.017125,0.027813,0,0,0,0.015634,0,0.022151,0,0.0025758,0.0074304,0.0043136,0,0.041515,0.031722,0.003341,0.0010722,0,0.015853,0,0,0.048704,0.031804,0.016282,0.043168,0.0078591,0.040609,0.00832,0.038407,0.033067,0.04114,0,0.022634,0.037229,0.043473,0.031985,0.022998,0.020533,0.026921,0,0,0.0021819,0.021737,0,0,0.029691,0,0.013548,0.0064444,0,0.040677,0.019487,0,0.011511,0.022865,0,0.031388,0,0.009614,0.0092634,0,0,0,0.033558,0,0.036018,0,0,0.019499,0.020831,0.0042467,0,0.024262,0.0062432,0,0.068572,0,0,0.015838,0,0,0.0096675,0.020743,0.017638,0.037842,0.046821,0.039486,0,0,0.024525,0.017543,0.037957,0.043595,0.0036177,0.0021584,0.02312,0.021405,0.01601,0.012344,0,0.03789,0,0,0.046658,0.045887,0.01682,0,0,0.034152,0.025614,0.047463,0,0.012892,0,0,0.013627,0,0,0.023794,0,0.031139,0,0,0.013591,0,0.036781,0.017227,0,0.046644,0,0.00078903,0.026159,0.048317,0.029374,0,0.023335,0.073317,0,0,0.027006,0,0.0081144,0,0.013769,0.011473,0,0.022646,0,0.0029619,0,0.0068326,0.0051716,0.01772,0.031112,0,0,0,0,0.035361,0,0,0.038589,0.024448,0,0.0028795,0,0.0077502,0.0027403,0,0,0.04421,0.0015713,0.022654,0.0026082,0.016743,0,0,0,0.048077,0,0.0027951,0.011348,0,0.019493,0,0.00051778,0,0.021707,0.036086,0.004807,0.036755,0.045855,0.0055006,0.036218,0.006285,0.0025866
0,0.013965,0.0050357,0,0.030339,0.018841,0,0,0.013484,0.016842,0,0,0,0.033671,0.0073834,0,0.022992,0,0.022954,0.012072,0.010051,0.0434,0,0.027944,0.03632,0,0.0034905,0,0.0070438,0,0.029899,0.0047236,0,0,0.010949,0.047536,0.049506,0.046807,0.011947,0.023552,0,0,0.02953,0,0,0.026179,0,0,0.032048,0.016469,0,0,0,0,0,0,0.0054178,0,0,0,0,0,0.016122,0,0,0,0.027662,0.013038,0,0,0,0.0064427,0,0,0.039293,0,0,0.0021949,0.015407,0.020752,0.028126,0.057825,0.03336,0.043771,0.032015,0.02121,0.00050779,0.023002,0,0.018273,0.0011451,0.0020678,0.04026,0.033099,0,0.034454,0,0.039562,0,0.025319,0.033629,0,0,0,0.030232,0.01586,0,0.023629,0.045014,0.013848,0.037639,0.048189,0,0.018302,0,0,0.00032326,0,0,0.012387,0.039665,0.01255,0,0.023431,0.029185,0,0.029741,0.032497,0.034992,0,0,0.040065,0,0.015011,0.02121,0.038732,0.0041707,0.023589,0.021013,0,0,0.02949,0,0.042553,0.015196,0,0.026088,0.0084104,0,0,0.047932,0.07701,0,0,0.033065,0,0.012783,0.033862,0.01408,0.027654,0.031055,0.0057632,0.013062,0,0.038911,0.054598,0,0.031269,0.03459,0,0,0.030914,0.010191,0.034499,0.010097,0.019615,0,0,0,0,0.031852,0.014287,0,0,0.04702,0,0.018694,0,0.039552,0,0.035839,0.012536,0,0.020162,0.020118,0,0,0,0,0.018101
0.022972,0,0.018846,0.041207,0.020436,0.031663,0.02755,0.041193,0.018056,0.02435,0.023615,0.051595,0.030511,0.00030685,0.00044701,0,0,0,0,0,0,0.011972,0.020031,0,0.027589,0.035241,0,0.0073199,0.018238,0.035356,0,0.0034898,0.043934,0,0.0016431,0,0.028726,0.020823,0.019308,0.044033,0.078631,0.026658,0.039184,0.013771,0.037195,0.036066,0.019126,0,0.061843,0,0.016614,0.029802,0,0.0087124,0,0,0.015462,0.020655,0,0.035062,0.033164,0.0037116,0.027411,0.016027,0.02194,0.022202,0.06207,0.029801,0.030353,0.021068,0.047001,0.01347,0,0,0.030865,0.028006,0.043337,0.027399,0.0010669,0.019499,0,0,0.02848,0,0.0049652,0,0.0079996,0,0.012756,0.04784,0,0.024633,0,0.034223,0,0.018856,0,0.047898,0.00077711,0.012091,0.012883,0.011619,0.03286,0.023412,0,0,0.0019597,0.028843,0,0.024852,0.0038207,0.044506,0.0079141,0.0077574,0.0048966,0,0,0.040415,0.0066546,0,0.025475,0,0,0,0.016378,0,0,0.007952,0,0,0.016883,0.03522,0.0095915,0.0020244,0.0304,0.0284,0,0,0.041919,0,0,0,0,0,0,0.0091673,0.03507,0.0088979,0.0046981,0,0.018514,0.016158,0.03736,0,0,0.044321,0.0099742,0.057331,0.02609,0.0077967,0.033813,0.017235,0.0023003,0.035874,0.0052464,0,0.032377,0.013795,0.021456,0.022561,0.028668,0,0,0.027849,0,0.031047,0.0029842,0.020527,0.037755,0,0,0.018238,0,0.052003,0,0,0.02065,0,0.02373,0.052588,0,0.038087,0.0082956,0.0088576,0,0.048013,0.0061533,0,0.049355,0.034555
0.047918,0,0,0.024626,0.022386,0.022566,0.0074391,0.001826,0.042437,0,0.022322,0.014529,0,0.033774,0.0067744,0,0,0.031426,0.065747,0,0.013648,0.026815,0,0.045689,0.002301,0,0.020243,0,0,0,0,0,0.025949,0.023803,0.037537,0.035369,0,0,0,0,0,0,0.0080167,0.035392,0.021996,0.009083,0.037765,0.033755,0,0.030951,0.01985,0,0.016473,0.045565,0.0093348,0.0294,0.015363,3.6295e-05,0.016114,0,0,0.050181,0.031526,0,0.015883,0,0,0.036449,0.049881,0.0008216,0,0,0,0,0.0026113,0,0.017825,0.0067872,0,0,0.014595,0,0.027674,0.044364,0,0,0.023083,0,0.036723,0.0020443,0,0,0.013724,0.018632,0.033843,0.035899,0.013302,0,0.047256,0,0.0080465,0.036859,0.019725,0,0.017222,0.01901,0.0042622,0,0,0,0,0,0,0,0.024856,0,0,0.012849,0,0.0024816,0,0,0.0045985,0,0,0.0096958,0.024622,0.022482,0.033766,0,0.031629,0.033635,0.025271,0,0.0012192,0.04581,0.039955,0,0.0061247,0.035732,0,0.025671,0.03211,0.020152,0,0.042615,0,0.0088844,0.034017,0.013361,0.045923,0,0.010658,0.016961,0.010489,0.031284,0.018446,0.011481,0.038863,0,0,0.049897,0.035734,0.037748,0,0.010547,0,0.019,0,0.044522,0.030849,0.021586,0,0.017062,0.027915,0.03105,0.018102,0.040018,0.0001118,0,0.05074,0,0.0058907,0.012416,0.0093695,0,0.011835,0.050214,0.019913,0,0,0,0.036435,0,0.029634,0.020217,0.019891,0,0,0.012633
0.0048976,0,0.050081,0.010082,0.024594,0.020734,0.014699,0,0,0,0.011245,0.024156,0.036483,0,0.055589,0.022821,0,0.016609,0.067379,0.040207,0.02158,0.031937,0.0029694,0.00080092,0,0.0030952,0.0044132,0.033229,0.044009,0.064362,0.044771,0.039871,0.013981,0,0.058151,0,0,0.024736,0.0094163,0.041729,0,0.017025,0.0025955,0,0.030093,0,0,0.034395,0,0.0081934,0.039277,0,0,0.037477,0.017253,0.0094439,0.0045229,0.050303,0.014429,0.028982,0.0036704,0,0,0.0052012,0,0.037327,0.028884,0,0.036838,0.0092149,0.00020551,0.050496,0.0014701,0,0.022205,0.0052077,0.032419,0.028462,0,0.0458,0.038904,0.042207,0.013795,0.060788,0.037017,0.023047,0,0.058337,0.026329,0.059441,0,0.061952,0.010152,0.037487,0.0011797,0.0048391,0.038918,0,0.0093142,0,0.039319,0.016004,0.013501,0.019601,0.0036235,0.026831,0.017765,0.020377,0.056867,0.0067117,0.037556,0.0031703,0,0.016685,0,0.057726,0,0.0015679,0,0,0,0,0,0.033202,0.0096522,0.033934,0,0.036436,0,0.035519,0,0,0,0.027602,0.032467,0.020718,0.0063092,0,0,0,0.00029348,0,0.026548,0.031992,0.017973,0.028983,0,0.010314,0,0.041301,0.018198,0,0.051544,0,0,0,0.034838,0,0.027595,0.016381,0.048274,0.02775,0.0084396,0,0.019927,0.044538,0.038423,0,0.02013,0.017981,0.041369,0.019143,0.010567,0.022491,0.036601,0.032205,0,0,0.034313,0.024465,0.0099403,0,0.0058891,0,0.023421,0.0064605,0.014818,0,0.015596,0,0.02137,0.054909,0.011209,0.054191,0.045742,0.0021891,0.024603,0,0,0
0.055158,0.044041,0.0090261,0.017588,0.010252,0,0,0,0.0087688,0,0,0.04896,0,0,0.053108,0,0.005448,0.031519,0,0.0060517,0.058187,0,0,0,0,0.021792,0.00016785,0.027466,0.022551,0.025174,0.036819,0.00126,0.023986,0.00052351,0,0,0.043451,0.037917,0.02811,0,0,0.050579,0.039662,0.042541,0,0.0034335,0.017115,0.010914,0,0.043472,0.023558,0.0076192,0.04054,0.0056003,0,0.053933,0.048799,0.01498,0.031325,0.028018,0,0.023909,0,0.019862,0.055834,0.043214,0.03611,0.055505,0.048802,0.0099343,0,0,0.017165,0,0.020518,0.038338,0.042258,0.02306,0,0.034135,0.014781,0.0042943,0,0.033801,0.021257,0.036091,0.029694,0,0.016527,0.006368,0.050557,0.012471,0.039169,0.005999,0.019468,0.010838,0.031606,0.021902,0,0.011901,0,0.035403,0.026153,0.02783,0.027746,0.020316,0.042236,0,0.028248,0.0357,0.043788,0.017317,0.031321,0,0.0071834,0,0.019164,0.035363,0.024424,0.027874,0.0090474,0,0.034604,0.027439,0,0,0.019801,0.02943,0.021,0.028683,0.027952,0,0.0026733,0.02417,0,0,0,0,0.028369,0.011639,0,0.0071875,0,0.043943,0.0013748,0.01651,0,0,0.0021738,0.0057467,0,0.0017568,0.054514,0.017873,0,0.0014115,0.021097,0,0.024561,0.030418,0.00064659,0.0081678,0.002737,0.031733,0.048164,0.026597,0.013427,0.0028425,0.02592,0,0,0,0.014604,0.025935,0,0.041518,0,0.034853,0.002705,0.025712,0.0024641,0.024148,0.014283,0.0066209,0.01603,0.0084768,0.037973,0.045801,0.030376,0,0.048963,0,0.03508,0,0.039189,0,0.050793,0,0.0099846,0.015449
0.021133,0.0047562,0.023361,0,0,0.033399,0.014706,0.0025195,0,0.017224,0.0099437,0.040542,0.019233,0.037555,0.027843,0.049077,0.0048045,0.023808,0.036485,0,0.007017,0.040746,0,0.023631,0.0036419,0.0057265,0,0.0021845,0.03258,0.02057,0,0.015746,0.015381,0,0.030545,0.036941,0.032747,0.0095363,0.014994,0.0063511,0.051296,0.010011,0.021538,0.036206,0,0.01175,0.042933,0.019156,0,0.0054548,0.04403,0,0,0.0079205,0.011692,0.039878,0.02497,0.05497,0,0.0031457,0,0.016365,0,0.02481,0,0.053106,0.005423,0,0,0.045158,0.025253,0.041434,0.01374,0.033383,0.019801,0.0097809,0,0.013791,0.015635,0,0,0,0.0080494,0.014688,0.020274,0.041821,0.013002,0,0.025388,0.044593,0.040204,0.026498,0.016616,0.0030718,0.031424,9.6136e-05,0,0.062661,0.01753,0,0.010129,0.016742,0.042211,0.039926,0.0022633,0.03086,0,0.032174,0,0,0.031446,0.032702,0.027134,0,0.03522,0,0.039054,0,0.020507,0,0.031421,0,0.029926,0.023728,0,0,0,0.043733,0.03686,0.045842,0,0.048532,0.0077549,0.033385,0,0,0.039278,0.020192,0,0.0094791,0,0.015805,0,0.026015,0.051665,0,0.013674,0,0,0.013186,0.024698,0.0039316,0,0.0020305,0,0.025159,0,0.054074,0.028589,0,0.021622,0.013761,0.041291,0,0,0.028392,0,0.011415,0,0.028215,0,0,0,0.055698,0,0,0,0,0,0.047288,0,0,0.0025182,0.037719,0.0023568,0.020046,0.0128,0,0.0064723,0.044422,0.014466,0,0.01727,0,0.026796,0,0,0,0,0.025104
0.019336,0.0054666,0.028614,0,0,0.0073441,0.0020981,0.036957,0,0.028226,0.008447,0,0.028304,0.013296,0,0.032447,0,0.0068852,0.039667,0.0071144,0.01819,0.030764,0,0,0.025372,0.006503,0,0.036049,0.032216,0.068486,0.0031775,0.022811,0,0.023272,0,0.033688,0,0.022321,9.9086e-05,0.027186,0.039222,0.051242,0,0,0.033584,0.031696,0.012607,0.039705,0,0.010104,0,0.037332,0.017252,0.029101,0,0.017728,0.028361,0,0.04782,0.012935,0,0.010872,0.024754,0,0.041495,0.022258,0.032737,0.047968,0,0.011286,0.017684,0.036384,0.039566,0,0,0.038448,0.026435,0.040539,0.020589,0,0,0.028389,0,0.0099641,0.028894,0.013126,0.023761,0.031361,0.024193,0.027259,0.026245,0.017721,0.036518,0.034748,0.021078,0.0029601,0.00016197,0.0082184,0.0064699,0.042172,0.02891,0,0.0088836,0,0.019925,0.026484,0,0.0049039,0,0.029429,0,0,0.017844,0.0051903,0.0093179,0.00021399,0,0,0,0,0.011515,0,0.01959,0,0,0.008419,0.037631,0.028219,0.010268,0.0038349,0.017175,0,0.034149,0.015943,0.028498,0.018872,0,0,0,0.030478,0.021169,0.021377,0.038032,0.044367,0.021652,0.018965,0.057492,0.0056177,0.03929,0.015836,0.021225,0,0,0.022726,0,0.044375,0,0,0.0313,0.0018018,0,0,0.013417,0.034123,0.036459,0.0017076,0.012161,0.030645,0,0,0.01255,0.0058781,0,0,0,0.023226,0,0.035612,0,0.0024483,0.019646,0,0.0267,0,0.022554,0,0.018643,0,0.019911,0.051064,0.051019,0.026899,0,0.021827,0.031324,0,0,0.011772,0,0.0046469
0,0.041403,0,0.032321,0.031757,0.017443,0,0,0.044236,0,0.017029,0.02335,0,0.032713,0.042633,0,0.044202,0.0082454,0,0,0.032374,0.017838,0,0.020333,0.020547,0.024355,0.031595,0.019496,0,0.021518,0.02756,0,0.014724,0.024547,0.030935,0,0.016191,0,0.021157,0,0.0062208,0.0037671,0,0.024395,0,0,0.043504,0.02224,0,0,0.03166,0,0.045926,0.018318,0,0,0.020998,0.0088586,0.0018412,0,0.040742,0.063134,0.055881,0,0.0028947,0.007694,0.020613,0.027563,0,0.037512,0,0.00049189,0,0,0,0,0.0054338,0.017207,0.0042449,0.033439,0.040554,0,0.022929,0.01389,0.020762,0.036734,0.02598,0,0.028147,0,0.0054386,0.0035971,0.01274,0.013418,0.0061199,0.026282,0.038462,0.014147,0.0044817,0.051507,0,0.037294,0,0.057453,0.0096509,0,0.0048939,0,0.024222,0,0.028695,0,0,0.006367,0.031414,0.020294,0.019366,0.047372,0,0,0.024934,0.008529,0,0.059486,0.025843,0.00044815,0.031128,0.025789,0,0.048467,0.027567,0,0,0.015904,0,0,0,0.028516,0.0055992,0.0042064,0,0.022656,0.029613,0,0.021274,0.030165,0.010604,0.012552,0.035679,0.046519,0.0017509,0,0,0.065356,0.030429,0.0051608,0.026317,0,0.034118,0.024598,0.0070849,0.035651,0.02293,0,0.019358,0.046993,0,0.028133,0.036989,0.052993,0,0.019834,0.0024461,0,0.044487,0.033619,0,0.021459,0.00011554,0.0084883,0.036757,0,0,0.019475,0.051949,0,0,0.011544,0.052694,0.0098566,0,0,0.041691,0,0.03203,0,0.025265,0,0.03173,0.015024
0.0045372,0.02074,0,0.010515,0,0.019578,0.012397,0.0061474,0.036034,0.023693,0.041015,0.0052136,0.03459,0.038064,0.035265,0.016263,0,0,0.026868,0,0.041379,0.005704,0.034821,0,0.049973,0,0.027924,0.010279,0.028019,0,0.028873,0.025707,0,0.027197,0.030502,0,0,0.0056521,0,0,0.0059611,0.04234,0.02214,0,0,0,0,0.0073606,0,0.034867,0.024848,0,0,0.0052555,0,0.020898,0.00078417,0,0.0046917,0.0044456,0.0066762,0,0,0,0,0,0,0.0026783,0.017839,0.037676,0.0116,0.035807,0.023973,0,0,0.025086,0.0077859,0,0.0073413,0.023664,0,0.039622,0.037108,0.041529,0.014214,0.024851,0.0086294,0.018322,0.041791,0.039897,0.038507,0,0.015798,0.00052028,0,0.011507,0,0.0067352,0,0.018694,0,0.017291,0.051317,0,0,0.0087462,0.034994,0.050193,0,0.037038,0.019509,0.011462,0,0.043905,0.034919,0,0.0019017,0.033693,0.01605,0.0318,0.032206,0.017809,0.011531,0,0.020562,0.023812,0,0.042694,0,0.051998,0.057363,0.049611,0,0,0.04068,0.0028132,0.044395,0.021632,0.0074786,0,0.010317,0.023538,0.011517,0,0.012226,0.044506,0.022013,0.0089716,0.035141,0.046805,0,0,0,0.025913,0.01399,0,0.00081988,0,0,0.029227,0,0.020839,0.0025151,0.033197,0.040951,0,0,0.013561,0.037923,0,0.045818,0.041306,0.016838,0.014551,0.0039228,0.0020777,0.012861,0.044582,0.06121,0.00015825,0.029254,0.044717,0.032036,0,0,0.02323,0.018891,0.018061,0,0,0,0.012189,0,0,0.060952,0.0096763,0.022914,0.048193,0.020165,0.030466
0.027797,0,0,0.023629,0.051777,0.018363,0,0.0072897,0.0044269,0.0095079,0.01781,0.035931,0.026016,0.01094,0.038893,0.022599,0.044064,0.028149,0.052138,0.017245,0,0.0056929,0,0.012528,0,0.033086,0.023273,0.027681,0,0.047169,0,0.015118,0,0.02242,0.040122,0.035462,0,0.049047,0.018778,0.014688,0,0.010599,0.0092567,0.0075794,0,0.011028,0,0.0087797,0.02225,0.026026,0,0,0,0.0010227,0,0.023393,0.030834,0.017425,0.040062,0.019657,0.019702,0.0039061,0.0032372,0.022717,0.0035823,0.019755,0,0.01854,0,0.033172,0,0.036775,0.00083253,0,0.035196,0.022931,0.020979,0.036061,0.00050769,0,0,0.034791,0.030407,0.005222,0.014412,0,0.032736,0.015115,0,0.040136,0,0,0.030738,0.0052061,0,0.024188,0.027009,0,0.00082596,0.01915,0,0.0224,0.0011257,0.008551,0.0061026,0.01571,0.0096224,0.047303,0.024723,0.014649,0.056267,0,0.0059138,0.029025,0.024147,0.014897,0.050563,0,0.016643,0.036497,0.054861,0.037888,0,0.021887,0.010968,0.030983,0.0020722,0.034386,0.002047,0.030247,0.024871,0,0.032602,0.018141,0.020054,0.048839,0.030425,0.006008,0.012347,0.036052,0,0.044378,0.027213,0,0.013532,0.021036,0.01856,0.033532,0,0.046364,0.014941,0,0,0.012038,0,0,0.027147,0.024439,0,0.03512,0,0,0.038727,0.047302,0.0051508,0.014951,0.00029173,0.015558,0,0.036357,0.018683,0.0050688,0.035157,0,0.012414,0.029637,0.046065,0.028904,0.017277,0,0,0,0,0.0047286,0.030585,0.015536,0.026258,0,0,0,0.010398,0.012866,0.032345,0,0.017976,0.020727,0.00023972,0.0066359,0.0091819,0.029285
0.037613,0.0089304,0.012999,0.013148,0.041598,0,0,0,0,0.059387,0.027674,0.011714,0,0.045701,0,0,0,0.043876,0,0.039401,0,0.020778,0.0073706,0,0.023749,0.014602,0.055515,0.032744,0.033656,0,0.014517,0.018605,0.028716,0.034308,0,0.0028926,0.0034066,0.0035748,0.01683,0.0044101,0.005096,0.0067308,0.01375,0.034504,0,0,0.041615,0.044216,0.038117,0,0.006827,0.034025,0.0084566,0.024937,0.034055,0.052392,0,0,0.028748,0.0039309,0.0046995,0,0,0.027175,0.048384,0,0.050866,0.04519,0.020713,0.0051208,0,0.020545,0,0.023588,0.01773,0,0,0.0071085,0,0.031108,0.041366,0,0.0048927,0,0.031588,0.042247,0.036585,0.024418,0,0,0.030966,0,0,0.0028167,0.025249,0,0.010545,0,0.038103,0.04324,0,0,0.023527,0.049745,0.015809,0,0.031984,0.030684,0,0.058587,0.058556,0.026548,0.0036939,0.023523,0.030628,0.026378,0,0.04009,0.0018954,0.044152,0.051533,0,0.0051419,0,0.051991,0.0086428,0,0.00259,0,0.0050423,0,0.032902,0,0.023561,0.024496,0,0.033313,0.02182,0.0030045,0.013522,0,0.041163,0.01744,0,0,0.025615,0,0.046291,0,0.01875,0.051733,0.020451,0,0.038306,0,0.047063,0.033253,0.044424,0,0.012323,0,0.014511,0.022069,0.017193,0.0023033,0,0.00026799,0.022231,0.027174,0.00098343,0.011249,0,0,0,0.01554,0.016568,0.026471,0.00044707,0.037992,0.040311,0,0,0.042806,0,0.065365,0.024903,0.021667,0.022391,0.0046997,0.0092735,0,0.0064565,0.010132,0,0.021135,0.052122,0,0,0.0038319,0.013943
0.0053974,0.011737,0.017042,0.00018695,0.0348,0.028883,0.013751,0.060654,0.0026532,0.054057,0,0.012739,0,0,0.0054552,0.0012305,0.048266,0.02089,0.016757,0.015883,0,0.013942,0,0.03943,0.044358,0.01989,0,0,0,0,0,0,0.057217,0,0.011872,0,0.0033502,0.025641,0.017404,0,0.01926,0.054682,0.012861,0.0075284,0,0,0.022648,0.033226,0.03214,0.045577,0.0068697,0,0,0,0,0.0095216,0.0050538,0,0,0.0019215,0,0,0,0.040454,0,0.028143,0,0.050368,0,0.042104,0.039389,0.03362,0.043379,0,0.00015749,0.0454,0,0,0.023052,0,0.038293,0.042533,0.02646,0.028712,0.041137,0.036334,0,0.018048,0.036568,0.037099,0.013,0,0.015279,0.011172,0,0.014045,0,0,0.013071,0,0.022725,0,0,0,0.032456,0,0.042411,0.048615,0,0.01331,0,0.034338,0.032314,0,0.031769,0,0,0.0055964,0.03985,0.002094,0.018215,0.036531,0.034017,0.0020907,0,0.032278,0.058347,0,0,0.012215,0.010999,0.045318,0.0039774,0,0.0064362,0.0013572,0,0,0.0037038,0.054171,0.047024,0.01825,0,0.0080819,0,0.0019152,0.072519,0.001102,0.026386,0.049381,0.013239,0.016641,0.034204,0.038627,0,0.059965,0.0072811,0.046689,0.034875,0.0038466,0.018538,0.045991,0.030959,0,0.029815,0.013401,0.010901,0,0.033084,0.044753,0.040493,0.025081,0,0.048304,0,0,0,0.0023685,0.057392,0.010622,0.0093674,0.048623,0.059515,0.009846,0.045462,0.031889,0.0058855,0.040466,0.015086,0.035367,0.0011095,0.017236,0,0.032853,0,0.029352,0.038288,0,0,0
0.033768,0.0020298,0,0.028729,0,0.005615,0.014934,0.017981,0.030225,0.010757,0,0.054618,0.04328,0.042013,0.017924,0.027843,0,0,0,0,0.046512,0.029296,0.010937,0,0.039548,0.032726,0,0,0.0012962,0.015056,0,0,0,0,0.0028453,0.053694,0.03273,0.038184,0,0,0,0.0024574,0,0.0021902,0.021021,0.0073624,0.035723,0,0.031527,0,0.026462,0,0.054872,0.045837,0,0.019014,0.027625,0.050883,0,0.0026872,0.030211,0.014476,0,0.020055,0.018088,0.015939,0,0,0.0060547,0.0056095,0.050003,0,0,0,0,0,0.064106,0.030228,0.04023,0.0032362,0.0083063,0,0.050173,0.029053,0,0.023816,0.0090907,0,0.029052,0.026141,0.065599,0,0.019596,0,0.039697,0,0,0.010332,0.0394,0.0033804,0.011082,0.023472,0.0038075,0.04872,0,0.0079242,0.053271,0,0.027861,0.021246,3.4125e-05,0.019733,0,0,0.0047605,0,0.020013,0,0.023239,0.015315,0.03916,0.046619,0.044067,0,0.035908,0.0035841,0.023475,0.0012999,0.010154,0.027029,0,0,0,0.0022942,0,0,0.012056,0.032489,0.0045507,0,0,0,0.0042262,0.029419,0.0093228,0.033514,0.0068798,0.032475,0.016166,0.026854,0.025605,0.017642,0,0.025808,0.04401,0.037485,0,0,0.013316,0.00020433,0.046259,0.0323,0.014077,0,0.010533,0.036173,0.05109,0,0.0088796,0,0,0,0.010102,0.03558,0.024723,0,0,0.037285,0,0.011344,0.016023,0,0.017728,0.0095527,0,0,0.021191,0.042723,0.011096,0.0044975,0.0052622,0.033976,0.035763,0,0,0,0.020956,0.063818,0.010641,0.034587
0.035593,0.048079,0.024493,0.0025379,0,0,0.05151,0.0019858,0.0075687,0.052482,0.010177,0,0.037025,0.025352,0,0.031872,0,0.0097328,0,0.0039924,0.045875,0.0151,0.0018344,0.0012286,0.0039536,0.0095131,0.0080984,0,0,0,0,0.012244,0.057243,0,0,0,0.049215,0.045297,0,0.043077,0.011304,0,0,0.002403,0,0,0,0.022068,0.048202,0.014182,0,0.015292,0,0.0060039,0.015632,0.0015649,0.034187,0.043723,0.015744,0,0.031305,0.038264,0.012081,0.063962,0.031718,0.035553,0,0,0,0.0042801,0.013997,0.016647,0,0,0.029873,0.034222,0,0,0.0016399,0,0.014768,0.026379,0,0.037764,0.00722,0,0.039414,0.026568,0.038799,0.039315,0,0.013033,0.034785,0.02874,0.074443,0.035579,0.01446,0,0,0.023398,0.030078,0,0.045429,0.039328,0.038395,0.012107,0.050467,0,0.041981,0,0,0.009625,0.049111,0.016238,0.024846,0,0.031815,0.028848,0,0.0052276,0.003472,0.023966,0,0.064118,0.01143,0.022259,0.011636,0.017048,0.0018032,0.032207,0.048051,0,0.012703,0,0,0.014089,0.042349,0.010753,0,0,0.0026983,0,0,0.021966,0,0.028412,0.001913,0.02408,0,0.0027836,0.033701,0.02433,0.042541,0.031884,0.018419,0,0.007754,0.041724,0.051728,0,0.037565,0.0040927,0,0.0089255,0.04841,0,0,0.010507,0.033466,0.034748,0.048729,0.014867,0.012892,0,0.037,0.0069035,0.01405,0.0010984,0,0,0.031023,0.032779,0,0.0072057,0,0.004762,0.0063462,0.048213,0.026537,0.021332,0.043994,0,0.044048,0.008901,0.037877,0.012494,0.0079923,0.0061374,0,0.019147
